4,"[153,10,42,113,31,17,15,34,25,13,39,27]",153;10;42;113;31;17;15;34;25;13;39;27
4,"[3,143,21,134,1,113,32,55,54,156,155]",3;143;21;134;1;113;32;55;54;156;155
4,"[116,57,17,15]",116;57;17;15
4,"[114,6,103,38]",114;6;103;38
4,"[21,125,147,122,136,124,106,14,155,100,38]",21;125;147;122;136;124;106;14;155;100;38
4,"[10,146,111,39,11]",10;146;111;39;11
4,"[128,112,149,55,18,15,34,157,118,119,7,30,106,104]",128;112;149;55;18;15;34;157;118;119;7;30;106;104
4,"[144,146,128,147,58,136,111,17,3,40,4,9,142]",144;146;128;147;58;136;111;17;3;40;4;9;142
4,"[44,122,57,47,54,16]",44;122;57;47;54;16
4,"[133,40,35,16,158]",133;40;35;16;158
4,"[2,43,47,5,35,52,103,157,156,11,118,142]",2;43;47;5;35;52;103;157;156;11;118;142
4,"[116,125,30,109,113,124,55,159,54,16,141]",116;125;30;109;113;124;55;159;54;16;141
4,"[128,17,100,37,118,28,29]",128;17;100;37;118;28;29
4,"[110,111,142]",110;111;142
4,"[134,132,59,45,112,57,110,124,39,13,155,10,140,100,50]",134;132;59;45;112;57;110;124;39;13;155;10;140;100;50
4,"[59,30,4,111,40,8,11]",59;30;4;111;40;8;11
4,"[48,128,113,32,9,14,29,119]",48;128;113;32;9;14;29;119
4,"[49,152,127,145,128,47,15,11,29]",49;152;127;145;128;47;15;11;29
4,"[125,49,1,138,147,122,51,33,129,156,155]",125;49;1;138;147;122;51;33;129;156;155
4,"[143,59,56,41,17,54,102,157,39,27]",143;59;56;41;17;54;102;157;39;27
4,"[3,135,153,150,110,24,16,101,37,155,50]",3;135;153;150;110;24;16;101;37;155;50
4,"[116,2,7,58,147,139,19,106,16,157,119,154]",116;2;7;58;147;139;19;106;16;157;119;154
5,"[125,132,122,110,47,136,16,14,118,119,42,5,130]",125;132;122;110;47;136;16;14;118;119;42;5;130
5,"[4,14,155]",4;14;155
5,"[135,133,146,59,147,111,24,153,108,31,102,130,100]",135;133;146;59;147;111;24;153;108;31;102;130;100
5,"[117,10,1,43,138,42,56,107,31,23,34,129]",117;10;1;43;138;42;56;107;31;23;34;129
5,"[143,2,117,20,128,56,124,33,25,130,155,29]",143;2;117;20;128;56;124;33;25;130;155;29
5,"[150,1,145,59,113,19,41,124,103,39]",150;1;145;59;113;19;41;124;103;39
5,"[117,115,108,47,41,137,105,103,13,157]",117;115;108;47;41;137;105;103;13;157
5,"[152,3,134,145,1,133,59,128,6,104,101,29]",152;3;134;145;1;133;59;128;6;104;101;29
5,"[114,121,6,137,40,22,18,33,159,102,130,141]",114;121;6;137;40;22;18;33;159;102;130;141
5,"[2,153,135,150,128,151,138,42,53,29]",2;153;135;150;128;151;138;42;53;29
5,"[143,126,151,0,44,32,35,39,14]",143;126;151;0;44;32;35;39;14
5,"[126,48,145,45,148,136,137,55,23,159,27,7,140]",126;48;145;45;148;136;137;55;23;159;27;7;140
5,"[144,2,138,45,5,28,119]",144;2;138;45;5;28;119
5,"[134,150,59,43,109,122,31,40,33,16,26]",134;150;59;43;109;122;31;40;33;16;26
5,"[145,114,58,44,139,56,46,55,159,33,15,129,12,2]",145;114;58;44;139;56;46;55;159;33;15;129;12;2
5,"[43,109,32,5,4,124,18,157,131]",43;109;32;5;4;124;18;157;131
5,"[0,115,122,31]",0;115;122;31
5,"[117,132,115,56,137,22,158,129,11,12,9,140,101]",117;132;115;56;137;22;158;129;11;12;9;140;101
5,"[2,10,43,6,159]",2;10;43;6;159
5,"[116,59,6,106,18,120]",116;59;6;106;18;120
5,"[6,110,33]",6;110;33
5,"[153,150,151,55,22,52,105,34,103,131,118,154]",153;150;151;55;22;52;105;34;103;131;118;154
5,"[48,45,139,17,23,24,25,26,14,21,6,108,41,9,130]",48;45;139;17;23;24;25;26;14;21;6;108;41;9;130
5,"[153,126,151,112,40,104,155]",153;126;151;112;40;104;155
5,"[126,135,145,128,58,26,14,27,130,118,12]",126;135;145;128;58;26;14;27;130;118;12
5,"[128,148]",128;148
6,"[59,148,131]",59;148;131
6,"[116,42,105,16,14]",116;42;105;16;14
6,"[125,138,113,17,119]",125;138;113;17;119
6,"[150,133,41,46,18,104,27,130,118,119,141]",150;133;41;46;18;104;27;130;118;119;141
6,"[150,44,149,123,136,17,15,102,101,11]",150;44;149;123;136;17;15;102;101;11
6,"[143,117,147,41,4,124,34,119]",143;117;147;41;4;124;34;119
6,"[114,59,146,4,22,106,36,103]",114;59;146;4;22;106;36;103
6,"[157,129]",157;129
6,"[114,4,14]",114;4;14
6,"[114,133,55,9,25,27]",114;133;55;9;25;27
6,"[134,49,144,135,45,19,47,111,15,159,39,28,154,152,10,100]",134;49;144;135;45;19;47;111;15;159;39;28;154;152;10;100
6,"[144,151,121,58,109,19,40,46,35,105,141,50]",144;151;121;58;109;19;40;46;35;105;141;50
6,"[116,132,46,25,26,118,30,41,32,4,104,9,54,131]",116;132;46;25;26;118;30;41;32;4;104;9;54;131
6,"[150,109,148,18,129]",150;109;148;18;129
6,"[20,151]",20;151
6,"[139,42,108,56,46,23]",139;42;108;56;46;23
6,"[125,115,149,22,14,150,5,106,105,53,54,131,130]",125;115;149;22;14;150;5;106;105;53;54;131;130
6,"[144,132,44,136,19,18,37,109,5,31,51,52,50]",144;132;44;136;19;18;37;109;5;31;51;52;50
6,"[51,106,53,158,39,156,11,37,141]",51;106;53;158;39;156;11;37;141
6,"[133,121,110,19,17,36,33,156,21,7,5,41,4,101]",133;121;110;19;17;36;33;156;21;7;5;41;4;101
6,"[152,134,135,115,41,50]",152;134;135;115;41;50
6,"[143,150,33,103,34,37]",143;150;33;103;34;37
6,"[132,115,7,5,123,19,40,31,24,53]",132;115;7;5;123;19;40;31;24;53
6,"[1,41,108,56,24,28]",1;41;108;56;24;28
6,"[57,105]",57;105
6,"[117,150,146,43,112,124,33,50]",117;150;146;43;112;124;33;50
7,"[32,56,40,159,54,34,129,26,156]",32;56;40;159;54;34;129;26;156
7,"[144,1,5,137,9,101,119,50]",144;1;5;137;9;101;119;50
7,"[134,51,18]",134;51;18
7,"[117,121,19,136,32,35,53,103,26,27]",117;121;19;136;32;35;53;103;26;27
7,"[122,19,17,22]",122;19;17;22
7,"[49,134,116,145,59,133,122,22,33,39,12,150,54,102,141]",49;134;116;145;59;133;122;22;33;39;12;150;54;102;141
7,"[2,145,146,108,110,111,51,52,120,129,39,38]",2;145;146;108;110;111;51;52;120;129;39;38
7,"[48,30,4,130]",48;30;4;130
7,"[21,10,127,133,109,34,25,13,157]",21;10;127;133;109;34;25;13;157
7,"[125,21,122,44,123,36,53,9,14]",125;21;122;44;123;36;53;9;14
7,"[10,30,148,113,56,35,105,26,28]",10;30;148;113;56;35;105;26;28
7,"[2,117,59,111,159,26,154]",2;117;59;111;159;26;154
7,"[125,144,117,128,121,44,18,25,157,29,3,108,101]",125;144;117;128;121;44;18;25;157;29;3;108;101
7,"[116,49,127,7,41,55,36,24,13,157]",116;49;127;7;41;55;36;24;13;157
7,"[114,110,111,22,24,13,14,28,119,52,104,54,130]",114;110;111;22;24;13;14;28;119;52;104;54;130
7,"[146,121,30,6,110,17,35,23,15,53,120]",146;121;30;6;110;17;35;23;15;53;120
7,"[45,44,57,136,111,18,119]",45;44;57;136;111;18;119
7,"[132,138]",132;138
7,"[116,44,18,38]",116;44;18;38
7,"[117,115,121,148,139,31,18,129,101,100,29]",117;115;121;148;139;31;18;129;101;100;29
7,"[134,128,147,110,155,100,29]",134;128;147;110;155;100;29
7,"[143,117,145,128,122,110,25,16,12,119,1,7,30,8]",143;117;145;128;122;110;25;16;12;119;1;7;30;8
7,"[116,143,58,123,137,22,155,118,37,107,106,51,105]",116;143;58;123;137;22;155;118;37;107;106;51;105
7,"[127,59,112,6,42,110,22,24,9,13,131,14]",127;59;112;6;42;110;22;24;9;13;131;14
7,"[41,40]",41;40
7,"[10,145,22,18,25,28,50,38]",10;145;22;18;25;28;50;38
7,"[14,100]",14;100
8,"[44,22]",44;22
8,"[49,59,123,39,50]",49;59;123;39;50
8,"[112,148,56,36,13,27,29,152,21,10,108,131,100]",112;148;56;36;13;27;29;152;21;10;108;131;100
8,"[144,103]",144;103
8,"[48,114,133,58,113,111,33,25,29,150,5,40,31,8,50]",48;114;133;58;113;111;33;25;29;150;5;40;31;8;50
8,"[21,135,117,145,127,150,147,139,108,4,102,50]",21;135;117;145;127;150;147;139;108;4;102;50
8,"[117,128,138,137,46,23,24,33,9,101,12]",117;128;138;137;46;23;24;33;9;101;12
8,"[134,145,132,115,147,121,17,158,14,27,153,4,51]",134;145;132;115;147;121;17;158;14;27;153;4;51
8,"[126,132,7,51,18,15,103,11,50]",126;132;7;51;18;15;103;11;50
8,"[126,145,59,30,47,35,36,142,38]",126;145;59;30;47;35;36;142;38
8,"[135,114,138,44,149,136,137,27,155,38,150,9,103]",135;114;138;44;149;136;137;27;155;38;150;9;103
8,"[135,126,45,56,111,55,39,13,157,102]",135;126;45;56;111;55;39;13;157;102
8,"[116,114,115,146,138,58,57,149,110,19,159,158,152,141]",116;114;115;146;138;58;57;149;110;19;159;158;152;141
8,"[0,27]",0;27
8,"[125,20,115,0,138,43,44,19,107,124,53]",125;20;115;0;138;43;44;19;107;124;53
8,"[116,48,128,121,112,137,104,156,119]",116;48;128;121;112;137;104;156;119
8,"[135,128,146,47,35,34,129,42,107,120,104,131,50]",135;128;146;47;35;34;129;42;107;120;104;131;50
8,"[144,148,56,36,13,37,28,154,6,120,54,101,50]",144;148;56;36;13;37;28;154;6;120;54;101;50
8,"[134,144,128,146,4,9,25,140,39,131]",134;144;128;146;4;9;25;140;39;131
8,"[49,135,126,146,128,123,35,26,37,154,38,29,4,40,131,50]",49;135;126;146;128;123;35;26;37;154;38;29;4;40;131;50
8,"[145,107,22,104,100]",145;107;22;104;100
8,"[10,115,55,111,23,54,154]",10;115;55;111;23;54;154
8,"[135,126,114,128,122,123,34,25,13,119,0,53,54]",135;126;114;128;122;123;34;25;13;119;0;53;54
8,"[143,134,20,113,41,105,25,142]",143;134;20;113;41;105;25;142
8,"[116,135,146,115,128,46,33,156,29,109,41,40,31,103,101]",116;135;146;115;128;46;33;156;29;109;41;40;31;103;101
8,"[151,46,22,105,159,27,12,29]",151;46;22;105;159;27;12;29
9,"[121,6,111,14]",121;6;111;14
9,"[143,116,127,44,136,56,124,159,3,7,103,131,141]",143;116;127;44;136;56;124;159;3;7;103;131;141
9,"[126,127,0,147,6,122,139,41,107,18,53,101]",126;127;0;147;6;122;139;41;107;18;53;101
9,"[127,59,30,18,52,39,102,142]",127;59;30;18;52;39;102;142
9,"[125,117,145,115,123,35,159,129,1,10,43,102,100]",125;117;145;115;123;35;159;129;1;10;43;102;100
9,"[117,6,109,51,105,18,28,155]",117;6;109;51;105;18;28;155
9,"[152,145,128,139,124,111,23,120,13]",152;145;128;139;124;111;23;120;13
9,"[48,145,115,47,111,18,156,14,155,11,1,108,102,142]",48;145;115;47;111;18;156;14;155;11;1;108;102;142
9,"[3,21,153,135,115,112,6,36,103,16,29]",3;21;153;135;115;112;6;36;103;16;29
9,"[133,57,123,149,35,13,118,28,11,29,6,4,9,103,131]",133;57;123;149;35;13;118;28;11;29;6;4;9;103;131
9,"[136,5,25]",136;5;25
9,"[2,126,150,10,42,113,149,56,9,118,12]",2;126;150;10;42;113;149;56;9;118;12
9,"[116,48,128,122,149,23,33,118,28,30,7,32,102,142,100]",116;48;128;122;149;23;33;118;28;30;7;32;102;142;100
9,"[48,0,30,137,124,15,25,131,154]",48;0;30;137;124;15;25;131;154
9,"[20,114,115,45,123,47,50,119]",20;114;115;45;123;47;50;119
9,"[41,104,24,34,26]",41;104;24;34;26
9,"[135,126,1,145,0,30,110,22,9,157,29]",135;126;1;145;0;30;110;22;9;157;29
9,"[42,5,108,12]",42;5;108;12
9,"[108,55,22,120]",108;55;22;120
9,"[145,114,130]",145;114;130
9,"[152,125,59,45,32,31,40,17,15,140,101,38]",152;125;59;45;32;31;40;17;15;140;101;38
10,"[152,20,115,123,124,40,8,129,14]",152;20;115;123;124;40;8;129;14
10,"[144,115,146,47,110,136,55,37,28,29,42,32,51,140,142,100]",144;115;146;47;110;136;55;37;28;29;42;32;51;140;142;100
10,"[116,127,128,58,123,137,106,15,53]",116;127;128;58;123;137;106;15;53
10,"[134,133,19,124,35,17,24,37,29,20,42,108,32,40,4]",134;133;19;124;35;17;24;37;29;20;42;108;32;40;4
10,"[143,125,48,44,123,40,105,15,54,28,38]",143;125;48;44;123;40;105;15;54;28;38
10,"[127,122,123,46,18,13,26,14,6,120,8,54,131]",127;122;123;46;18;13;26;14;6;120;8;54;131
10,"[114,133,47,33,26,157,28,11,37,32,140,101,50]",114;133;47;33;26;157;28;11;37;32;140;101;50
10,"[2,128,138,30,43,124,51,159,120,140,154]",2;128;138;30;43;124;51;159;120;140;154
10,"[10,40]",10;40
10,"[126,135,122,124,17,159,37,28,29,10,1,109,40,104,103]",126;135;122;124;17;159;37;28;29;10;1;109;40;104;103
10,"[127,132,148,136,26]",127;132;148;136;26
10,"[109,22]",109;22
10,"[20,112,30,139,36,142]",20;112;30;139;36;142
10,"[3,145,122,137,36,54,14,29]",3;145;122;137;36;54;14;29
10,"[145,132,114,127,128,138,45,136,46,15,129,20,7]",145;132;114;127;128;138;45;136;46;15;129;20;7
10,"[3,48,1,146,58,112,138,113,34,119]",3;48;1;146;58;112;138;113;34;119
10,"[145,0,128,7,121,47,137,17,105,8,54,119]",145;0;128;7;121;47;137;17;105;8;54;119
10,"[132,121,112,103,102,27,118,28,141]",132;121;112;103;102;27;118;28;141
10,"[152,117,20,10,45,109,56,31,39]",152;117;20;10;45;109;56;31;39
10,"[152,126,128,109,6,19,137,22,26,156,118,38]",152;126;128;109;6;19;137;22;26;156;118;38
10,"[153,139,54]",153;139;54
10,"[48,117,112,30,113,136,5,107,131,27]",48;117;112;30;113;136;5;107;131;27
10,"[125,147,40,35,106,33,53,25,130,29]",125;147;40;35;106;33;53;25;130;29
10,"[153,146,113,42,54,158,142]",153;146;113;42;54;158;142
10,"[2,58]",2;58
10,"[145,35,50]",145;35;50
10,"[126,1,43,147,148,106,159,34,13,129,155,142]",126;1;43;147;148;106;159;34;13;129;155;142
11,"[117,139,57,149,129,156,11,37]",117;139;57;149;129;156;11;37
11,"[49,133,44,5,107,120,24]",49;133;44;5;107;120;24
11,"[21,150,58,33,54,155,154]",21;150;58;33;54;155;154
11,"[21,128,133,137,46,22,52,54,26,155]",21;128;133;137;46;22;52;54;26;155
11,"[138,58,121,56,33,103,8,140,141]",138;58;121;56;33;103;8;140;141
11,"[152,139,148,35,100,155]",152;139;148;35;100;155
11,"[115,151,45,19,41,149,40,13,142,38,119]",115;151;45;19;41;149;40;13;142;38;119
11,"[153,132,150,145,149,56,4,157,156,12,50]",153;132;150;145;149;56;4;157;156;12;50
11,"[117,150,133,0,121,57,149,123,31,105,101]",117;150;133;0;121;57;149;123;31;105;101
11,"[125,133,0,30,122,148,109,137,22,34]",125;133;0;30;122;148;109;137;22;34
11,"[115,109,19,103,131]",115;109;19;103;131
11,"[145,128,138,113,107,124,104,26,140,118,50]",145;128;138;113;107;124;104;26;140;118;50
11,"[116,126,10,5,17,53,129,14,154]",116;126;10;5;17;53;129;14;154
11,"[135,133,45,111,36,25,158,157,27,152,42,106,103,50]",135;133;45;111;36;25;158;157;27;152;42;106;103;50
11,"[20,138,111,46,102,14]",20;138;111;46;102;14
11,"[151,58,17,54,101]",151;58;17;54;101
11,"[49,143,153,45,19,31]",49;143;153;45;19;31
11,"[138,6,52]",138;6;52
11,"[152,144,117,128,138,57,123,124,51,102,142]",152;144;117;128;138;57;123;124;51;102;142
11,"[128,45,39,129]",128;45;39;129
11,"[116,125,133,121,123,19,15,25,34,20,41,32,51]",116;125;133;121;123;19;15;25;34;20;41;32;51
11,"[125,49,117,127,6,123,111,106,23,39,118]",125;49;117;127;6;123;111;106;23;39;118
11,"[153,132,113,157]",153;132;113;157
11,"[108,25,102]",108;25;102
11,"[3,10,58,7,22,54]",3;10;58;7;22;54
12,"[116,10,150,59,44,123,46,18,102,12]",116;10;150;59;44;123;46;18;102;12
12,"[21,115,108,18,159,25,157,141,38]",21;115;108;18;159;25;157;141;38
12,"[109,25]",109;25
12,"[152,132,1,113,5,22,9,130,156,11]",152;132;1;113;5;22;9;130;156;11
12,"[10,122,56,17,16,8,102,156,101,130,27,155]",10;122;56;17;16;8;102;156;101;130;27;155
12,"[143,2,153,144,43,57,131,129,38,50]",143;2;153;144;43;57;131;129;38;50
12,"[122,19,149]",122;19;149
12,"[146,138,148,57,123,149,107,103,129]",146;138;148;57;123;149;107;103;129
12,"[144,114,45,148,113,47,9,24,16,158,103,14]",144;114;45;148;113;47;9;24;16;158;103;14
12,"[139,105,36,37]",139;105;36;37
12,"[134,152,48,145,146,58,33,103,16,39,101,118]",134;152;48;145;146;58;33;103;16;39;101;118
12,"[143,122,35,103,25,54,156]",143;122;35;103;25;54;156
12,"[133,121,112,123,111,15,24,16,14,155,119,12,41,102]",133;121;112;123;111;15;24;16;14;155;119;12;41;102
12,"[10,133,53,120,157,130,37,155,28,154]",10;133;53;120;157;130;37;155;28;154
12,"[1,30,113,109,46,16,14]",1;30;113;109;46;16;14
12,"[1,26]",1;26
12,"[144,20,10,128,41,123,35,103,13,37]",144;20;10;128;41;123;35;103;13;37
12,"[152,32,36,12]",152;32;36;12
12,"[115,28]",115;28
12,"[112,57,6,131]",112;57;6;131
12,"[134,3,20,1,57,47,106,26,140,28,12]",134;3;20;1;57;47;106;26;140;28;12
12,"[126,45,124,33]",126;45;124;33
12,"[21,143,153,128,133,113,18,37]",21;143;153;128;133;113;18;37
12,"[143,153,114,111,26,14]",143;153;114;111;26;14
12,"[3,112,148,106,8,155]",3;112;148;106;8;155
12,"[21,58]",21;58
12,"[117,112,6,32,24,50]",117;112;6;32;24;50
13,"[121,111,29,141]",121;111;29;141
13,"[6,19,5,28,155,12]",6;19;5;28;155;12
13,"[3,125,153,1,113,139,137,55,120,54,37,141]",3;125;153;1;113;139;137;55;120;54;37;141
13,"[115,5,46,22,104,9,142,141]",115;5;46;22;104;9;142;141
13,"[132,150,139,41,110,149,54,157,131,14,29]",132;150;139;41;110;149;54;157;131;14;29
13,"[117,151,123,137,111,35,22,25,103,26,50]",117;151;123;137;111;35;22;25;103;26;50
13,"[153,2,144,59,112,58,109,123,31,26,130,28]",153;2;144;59;112;58;109;123;31;26;130;28
13,"[153,2,1,114,44,107,36,103]",153;2;1;114;44;107;36;103
13,"[133,128,138,103]",133;128;138;103
13,"[54,14]",54;14
13,"[126,40,140,101,12]",126;40;140;101;12
13,"[152,114,121,7,138,107,12]",152;114;121;7;138;107;12
13,"[106,157]",106;157
13,"[121,148,57,22,159,15,14,154,2,153,40,106,101]",121;148;57;22;159;15;14;154;2;153;40;106;101
13,"[47,55]",47;55
13,"[106,24,158,38]",106;24;158;38
13,"[126,127,112,57,123,136,41,119,29]",126;127;112;57;123;136;41;119;29
13,"[49,135,59,136,137,16,39,0,109,41,51,120,54]",49;135;59;136;137;16;39;0;109;41;51;120;54
13,"[48,56,123,33,16,39,27,118,20,2,7,6,108,41]",48;56;123;33;16;39;27;118;20;2;7;6;108;41
13,"[48,59,57,56,16,25,157,28,11,119,42,105,131]",48;59;57;56;16;25;157;28;11;119;42;105;131
13,"[125,143,151,18,105,159,11,142,12]",125;143;151;18;105;159;11;142;12
13,"[3,132,151,7,45,112,148,31,18,16,118]",3;132;151;7;45;112;148;31;18;16;118
13,"[125,49,138,147,158,37,12,2,7,32,4,120,104,100]",125;49;138;147;158;37;12;2;7;32;4;120;104;100
13,"[114,28,142,11]",114;28;142;11
13,"[48,2,146,139,159,53,39,38]",48;2;146;139;159;53;39;38
13,"[49,117,145,151,30,32,124,106,9,26]",49;117;145;151;30;32;124;106;9;26
13,"[115,32,23,39]",115;32;23;39
13,"[134,150,132,151,109,124,107,52,33,26,141,29]",134;150;132;151;109;124;107;52;33;26;141;29
13,"[133,121,122,55,35,34,27,28,141]",133;121;122;55;35;34;27;28;141
14,"[134,135,117,144,128,138,47,46,13,157,21,150,8,130,101]",134;135;117;144;128;138;47;46;13;157;21;150;8;130;101
14,"[21,144,59,112,6,55,18,9,102,14,29]",21;144;59;112;6;55;18;9;102;14;29
14,"[128,121,33]",128;121;33
14,"[0,43,42,57,40,107,28]",0;43;42;57;40;107;28
14,"[126,59,121,58,148,55,36,33,34,0,30,32,8,100]",126;59;121;58;148;55;36;33;34;0;30;32;8;100
14,"[125,152,122,44,148,123,149,124,33,101,11]",125;152;122;44;148;123;149;124;33;101;11
14,"[152,153,20,128,58,112,44,36,53,28]",152;153;20;128;58;112;44;36;53;28
14,"[49,48,145,138,136,124,33,24,34,10,7,40,131]",49;48;145;138;136;124;33;24;34;10;7;40;131
14,"[143,20,1,0,45,56,137,8,26,142]",143;20;1;0;45;56;137;8;26;142
14,"[145,115,133,138,121,147,111,55,18,129,27,131,130,142]",145;115;133;138;121;147;111;55;18;129;27;131;130;142
14,"[135,43,121,42,111,52,120,140,101]",135;43;121;42;111;52;120;140;101
14,"[152,139,42,108,31,111,16,129,157,156,142]",152;139;42;108;31;111;16;129;157;156;142
14,"[147,44,123,31,120,53,101,118]",147;44;123;31;120;53;101;118
14,"[143,2,133,139,51]",143;2;133;139;51
